CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID,PUMA,Shape_Leng,Shape_Area,hu_post,aff_units_post,is_oz,other_units_post,aff_share_post,group,is_top_aff
"156.01","5",Staten Island,"015601","5015601",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085015601","4503",15808.41501350000,15399792.56990000047,2451,0,0,2451,"0",,
"156.02","5",Staten Island,"015602","5015602",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085015602","4503",13474.23058650000,9484276.13265999965,1240,0,0,1240,"0",,
"170.11","5",Staten Island,"017011","5017011",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085017011","4503",11443.03499810000,7744784.71660999954,1762,0,0,1762,"0",,
"20.01","5",Staten Island,"002001","5002001",I,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085002001","4501",10939.82583820000,5511602.16325000022,1533,0,0,1533,"0",,
"36","5",Staten Island,"003600","5003600",I,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085003600","4501",10619.11528750000,4416091.91882999986,1018,0,0,1018,"0",,
"146.05","5",Staten Island,"014605","5014605",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014605","4503",14559.76822930000,9497529.01978000067,1427,0,0,1427,"0",,
"146.06","5",Staten Island,"014606","5014606",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014606","4503",20147.80961350000,19044546.08370000124,2351,0,0,2351,"0",,
"132.01","5",Staten Island,"013201","5013201",I,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013201","4503",10037.54268200000,5054383.03454999998,540,0,0,540,"0",,
"132.04","5",Staten Island,"013204","5013204",I,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085013204","4503",15213.56118980000,11249694.94060000032,1936,0,0,1936,"0",,
"164","1",Manhattan,"016400","1016400",E,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061016400","4111",5535.65465063000,1911300.50380000006,3580,100,0,3480,"0.027932960893854747",,
"172","1",Manhattan,"017200","1017200",E,East Harlem (South),MN1101,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017200","4111",5797.26396924000,1912754.75564999995,2681,421,0,2260,"0.15703095859753824",,
"180","1",Manhattan,"018000","1018000",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018000","4111",6055.91400604000,2287541.25700999983,3426,68,1,3358,"0.0198482194979568",,
"184","1",Manhattan,"018400","1018400",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018400","4111",5771.87402807000,1903568.41941999993,3650,13,0,3637,"0.003561643835616438",,
"196","1",Manhattan,"019600","1019600",I,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061019600","4111",5776.73946422000,1902453.26757999999,1994,808,1,1186,"0.40521564694082246",,
"206","1",Manhattan,"020600","1020600",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061020600","4111",5176.87275656000,1602693.73463999992,1968,80,1,1888,"0.04065040650406504",,
"226","1",Manhattan,"022600","1022600",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022600","4110",5681.12188556000,1642680.51081999997,2342,277,0,2065,"0.11827497865072588",,
"228","1",Manhattan,"022800","1022800",I,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061022800","4110",5758.39249094000,1944083.48518000008,3310,456,0,2854,"0.1377643504531722",,
"231","1",Manhattan,"023100","1023100",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023100","4109",5606.71317811000,1962707.27007999993,3002,31,0,2971,"0.010326449033977348",,
"234","1",Manhattan,"023400","1023400",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023400","4110",5671.30995301000,1167006.62519000005,2719,863,0,1856,"0.3173961015079073",,
"235.02","1",Manhattan,"023502","1023502",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023502","4110",3399.58440965000,447807.85508100002,1000,0,0,1000,"0",,
"243.01","1",Manhattan,"024301","1024301",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024301","4112",4737.70166378000,1129820.01224999991,1691,0,1,1691,"0",,
"249","1",Manhattan,"024900","1024900",I,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061024900","4112",3927.82152652000,652856.31202399998,535,16,0,519,"0.029906542056074768",,
"255","1",Manhattan,"025500","1025500",I,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025500","4112",10781.38140670000,4718124.84312999994,2125,0,0,2125,"0",,
"265","1",Manhattan,"026500","1026500",I,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026500","4112",6222.52766971000,2081505.51832000003,3153,49,0,3104,"0.015540754836663496",,
"271","1",Manhattan,"027100","1027100",E,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027100","4112",6484.39184968000,2075200.78391000000,3258,21,0,3237,"0.006445672191528545",,
"293","1",Manhattan,"029300","1029300",E,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029300","4112",5489.62414985000,1690644.73182999995,3083,0,1,3083,"0",,
"295","1",Manhattan,"029500","1029500",E,Inwood,MN1203,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061029500","4112",5236.02362895000,1459956.20925000007,3505,0,0,3505,"0",,
"16","2",Bronx,"001600","2001600",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005001600","4209",9671.30620333000,5221330.07031000033,2149,353,0,1796,"0.1642624476500698",,
"19.04","2",Bronx,"001904","2001904",I,North & South Brother Islands,BX0291,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005001904","4221",6884.55213382000,930649.18273899995,0,0,0,0,NA,,
"20.02","2",Bronx,"002002","2002002",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005002002","4209",7147.29293473000,2205268.54956999980,1896,0,0,1896,"0",,
"23","2",Bronx,"002300","2002300",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002300","4221",4717.34230537000,1126745.17996999994,1917,0,1,1917,"0",,
"25","2",Bronx,"002500","2002500",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002500","4221",5019.28198497000,1372151.25720999995,1910,117,1,1793,"0.0612565445026178",,
"27.01","2",Bronx,"002701","2002701",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002701","4221",4100.51370609000,875817.56043900002,1214,0,1,1214,"0",,
"27.02","2",Bronx,"002702","2002702",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005002702","4221",6087.90048070000,1677797.98907999997,1565,0,1,1565,"0",,
"38","2",Bronx,"003800","2003800",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005003800","4209",3473.80570572000,682166.27015999996,396,10,0,386,"0.025252525252525252",,
"39","2",Bronx,"003900","2003900",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003900","4221",7427.77773285000,2326464.74674999993,2430,557,1,1873,"0.22921810699588477",,
"40.01","2",Bronx,"004001","2004001",I,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004001","4209",4916.71564064000,1325276.21781000006,559,0,0,559,"0",,
"42","2",Bronx,"004200","2004200",I,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004200","4209",10388.26725310000,5209131.53278999962,2868,314,0,2554,"0.10948396094839609",,
"44","2",Bronx,"004400","2004400",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004400","4209",8648.84096843000,2870570.35980000021,1642,205,0,1437,"0.1248477466504263",,
"46","2",Bronx,"004600","2004600",E,Soundview-Clason Point,BX0902,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004600","4209",5344.87549469000,1435084.94714000006,691,0,0,691,"0",,
"48","2",Bronx,"004800","2004800",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005004800","4209",5435.96613969000,1600408.89188000001,1504,0,0,1504,"0",,
"64","2",Bronx,"006400","2006400",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006400","4209",5746.67746943000,1799541.05346999993,1519,249,0,1270,"0.16392363396971693",,
"65","2",Bronx,"006500","2006500",I,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005006500","4221",9811.63837314000,2816010.76939000003,2237,154,1,2083,"0.06884219937416182",,
"68","2",Bronx,"006800","2006800",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005006800","4209",5589.02760859000,1674049.11606999999,1052,0,0,1052,"0",,
"70","2",Bronx,"007000","2007000",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007000","4209",6251.69253064000,2207823.35061000008,1629,258,0,1371,"0.15837937384898712",,
"72","2",Bronx,"007200","2007200",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007200","4209",7438.84782382000,2283208.29694999987,1828,52,0,1776,"0.028446389496717725",,
"74","2",Bronx,"007400","2007400",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007400","4209",6409.12925378000,2012633.63572999998,1400,0,0,1400,"0",,
"76","2",Bronx,"007600","2007600",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005007600","4209",6696.96571114000,2343060.64845999982,2029,0,0,2029,"0",,
"79","2",Bronx,"007900","2007900",E,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007900","4221",7474.50243835000,2126625.64050999982,2339,84,0,2255,"0.03591278324070116",,
"86","2",Bronx,"008600","2008600",E,Castle Hill-Unionport,BX0903,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005008600","4209",6419.32232282000,2019879.82661000011,1560,0,0,1560,"0",,
"87","2",Bronx,"008700","2008700",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005008700","4221",6953.98443485000,2302753.24875999987,2109,118,1,1991,"0.0559506875296349",,
"117.02","2",Bronx,"011702","2011702",I,Hunts Point,BX0201,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005011702","4221",16178.38258330000,12494793.06310000084,0,0,0,0,NA,,
"121.02","2",Bronx,"012102","2012102",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012102","4221",3867.35701238000,555873.81714699999,611,0,1,611,"0",Bottom OZs (by units),NA
"125","2",Bronx,"012500","2012500",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005012500","4263",5707.51688255000,1828803.45482000010,1476,241,0,1235,"0.1632791327913279",,
"129.01","2",Bronx,"012901","2012901",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012901","4221",7111.85718774000,1682640.19715999998,1853,0,1,1853,"0",,
"130","2",Bronx,"013000","2013000",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005013000","4210",6464.91410347000,1248461.17813999997,488,0,0,488,"0",,
"132","2",Bronx,"013200","2013200",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005013200","4210",18509.57600250000,6520114.09203999955,2609,0,0,2609,"0",,
"133","2",Bronx,"013300","2013300",E,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013300","4263",5723.85012909000,1734820.34467000002,2300,216,0,2084,"0.09391304347826086",,
"135","2",Bronx,"013500","2013500",E,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005013500","4263",6997.16927695000,1807152.98711999995,1505,95,0,1410,"0.06312292358803986",,
"144","2",Bronx,"014400","2014400",E,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005014400","4210",9857.75347328000,4326450.92795000039,2431,0,0,2431,"0",,
"149","2",Bronx,"014900","2014900",E,Morrisania,BX0301,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014900","4263",5912.24872444000,1677784.82945999992,1568,83,1,1485,"0.05293367346938776",,
"152","2",Bronx,"015200","2015200",E,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005015200","4210",8733.30802276000,3050706.49171000021,1036,0,0,1036,"0",,
"153","2",Bronx,"015300","2015300",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015300","4263",7313.93615353000,2522690.20143999998,1890,73,0,1817,"0.038624338624338624",,
"158","2",Bronx,"015800","2015800",E,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005015800","4210",5918.69107426000,1751816.31615999993,546,0,0,546,"0",,
"160","2",Bronx,"016000","2016000",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005016000","4210",17368.21786400000,5532323.32693000045,1678,0,0,1678,"0",,
"162","2",Bronx,"016200","2016200",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005016200","4210",5599.10771892000,1944076.78520000004,589,0,0,589,"0",,
"164","2",Bronx,"016400","2016400",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005016400","4210",5508.37685665000,1768563.73533999990,457,0,0,457,"0",,
"175","2",Bronx,"017500","2017500",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017500","4204",5723.65400438000,1631792.05969000002,3070,169,1,2901,"0.05504885993485342",NA,TRUE
"179.01","2",Bronx,"017901","2017901",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017901","4204",3668.11664666000,825937.07461600006,1773,0,0,1773,"0",,
"179.02","2",Bronx,"017902","2017902",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005017902","4204",3696.53392974000,827548.28744099999,1380,0,0,1380,"0",,
"181.02","2",Bronx,"018102","2018102",E,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005018102","4204",4351.40811938000,1040364.56900999998,2174,0,1,2174,"0",,
"184","2",Bronx,"018400","2018400",I,Throgs Neck-Schuylerville,BX1002,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005018400","4210",9097.85650266000,4814309.56575999968,1426,0,0,1426,"0",,
"202","2",Bronx,"020200","2020200",E,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020200","4210",4746.74147154000,1343330.96444000001,1025,0,0,1025,"0",,
"204","2",Bronx,"020400","2020400",E,Westchester Square,BX1001,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005020400","4210",4796.30946633000,1447955.96506000008,1122,7,0,1115,"0.006238859180035651",,
"209","2",Bronx,"020900","2020900",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005020900","4204",5187.86747929000,1429575.33477000007,2066,429,0,1637,"0.20764762826718297",,
"210.02","2",Bronx,"021002","2021002",E,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021002","4209",6132.27981962000,1867344.67160000000,3388,0,0,3388,"0",,
"213.02","2",Bronx,"021302","2021302",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005021302","4204",5468.90583057000,1812687.48491000012,2361,0,0,2361,"0",,
"215.01","2",Bronx,"021501","2021501",E,University Heights (South)-Morris Heights,BX0501,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005021501","4205",5029.19958985000,986700.72324800002,1355,0,0,1355,"0",,
"219","2",Bronx,"021900","2021900",I,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005021900","4204",6922.07703183000,1551551.80444999994,433,293,0,140,"0.6766743648960739",,
"221.01","2",Bronx,"022101","2022101",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022101","4204",3869.86319802000,732245.11216100003,1301,0,0,1301,"0",,
"221.02","2",Bronx,"022102","2022102",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022102","4204",3892.76246574000,842620.12869299995,1682,0,0,1682,"0",,
"223","2",Bronx,"022300","2022300",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022300","4204",4039.18197831000,1001578.16052000003,2201,352,0,1849,"0.1599273057701045",,
"224.04","2",Bronx,"022404","2022404",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022404","4211",4027.01045346000,999998.01087500004,2034,0,0,2034,"0",,
"225","2",Bronx,"022500","2022500",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022500","4204",5935.12305597000,1953063.28438000008,2404,108,0,2296,"0.04492512479201331",,
"227.02","2",Bronx,"022702","2022702",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022702","4204",3829.35943810000,523884.24674099998,548,0,0,548,"0",,
"227.03","2",Bronx,"022703","2022703",I,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022703","4204",2569.47786511000,420601.09150300000,708,0,0,708,"0",,
"228","2",Bronx,"022800","2022800",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022800","4211",6509.69077165000,1851825.71763000009,2418,0,0,2418,"0",,
"229.02","2",Bronx,"022902","2022902",E,Mount Eden-Claremont (West),BX0403,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005022902","4204",4228.02096699000,995810.36184000003,1200,0,0,1200,"0",,
"232","2",Bronx,"023200","2023200",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023200","4211",5317.05783625000,1536082.34446999989,920,14,0,906,"0.015217391304347827",,
"233.01","2",Bronx,"023301","2023301",E,Mount Hope,BX0502,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023301","4205",4494.09643274000,1267798.76888999995,1692,0,0,1692,"0",,
"236","2",Bronx,"023600","2023600",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005023600","4211",5127.75735300000,989504.94469999999,592,0,0,592,"0",,
"239","2",Bronx,"023900","2023900",E,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023900","4205",7305.92838653000,1913175.02964000008,2701,117,0,2584,"0.04331728989263236",,
