CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID
"229","4",Queens,"022900","4022900",I,Calvary & Mount Zion Cemeteries,QN0271,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081022900"
"515","4",Queens,"051500","4051500",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081051500"
"1.02","4",Queens,"000102","4000102",I,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081000102"
"189","1",Manhattan,"018900","1018900",E,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018900"
"137","1",Manhattan,"013700","1013700",I,Midtown-Times Square,MN0502,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061013700"
"139","1",Manhattan,"013900","1013900",I,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013900"
"145","1",Manhattan,"014500","1014500",I,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061014500"
"106","4",Queens,"010600","4010600",I,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081010600"
"166","4",Queens,"016600","4016600",E,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081016600"
"33","2",Bronx,"003300","2003300",E,Mott Haven-Port Morris,BX0101,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005003300"
"560","4",Queens,"056000","4056000",I,Queens Village,QN1303,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081056000"
"227","1",Manhattan,"022700","1022700",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022700"
"259","1",Manhattan,"025900","1025900",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061025900"
"60","1",Manhattan,"006000","1006000",I,Stuyvesant Town-Peter Cooper Village,MN0601,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006000"
"155","4",Queens,"015500","4015500",I,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015500"
"159","4",Queens,"015900","4015900",E,Astoria (East)-Woodside (North),QN0104,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081015900"
"1.01","4",Queens,"000101","4000101",I,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081000101"
"1072.01","4",Queens,"107201","4107201",I,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081107201"
"1072.02","4",Queens,"107202","4107202",I,Jamaica Bay (East),QN8491,QN84,QN84 Jamaica Bay (East) (JIA 84 Approximation),"36081107202"
"99.01","1",Manhattan,"009901","1009901",I,Chelsea-Hudson Yards,MN0401,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061009901"
"146.01","1",Manhattan,"014601","1014601",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014601"
"146.02","1",Manhattan,"014602","1014602",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014602"
"148.02","1",Manhattan,"014802","1014802",I,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014802"
"261","1",Manhattan,"026100","1026100",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026100"
"253","1",Manhattan,"025300","1025300",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061025300"
"263","1",Manhattan,"026300","1026300",E,Washington Heights (South),MN1201,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061026300"
"190","1",Manhattan,"019000","1019000",E,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061019000"
"275","1",Manhattan,"027500","1027500",I,Washington Heights (North),MN1202,MN12,MN12 Washington Heights-Inwood (CD 12 Equivalent),"36061027500"
"7","1",Manhattan,"000700","1000700",I,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061000700"
"9","1",Manhattan,"000900","1000900",I,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061000900"
"30.01","1",Manhattan,"003001","1003001",E,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003001"
"59","1",Manhattan,"005900","1005900",I,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061005900"
"61","1",Manhattan,"006100","1006100",I,Greenwich Village,MN0202,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061006100"
"128","1",Manhattan,"012800","1012800",I,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061012800"
"49","1",Manhattan,"004900","1004900",I,SoHo-Little Italy-Hudson Square,MN0201,MN02,MN02 Greenwich Village-SoHo (CD 2 Equivalent),"36061004900"
"132.03","1",Manhattan,"013203","1013203",I,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013203"
"134","1",Manhattan,"013400","1013400",I,Upper East Side-Lenox Hill-Roosevelt Island,MN0801,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013400"
"138","1",Manhattan,"013800","1013800",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013800"
"140","1",Manhattan,"014000","1014000",I,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014000"
"136.03","1",Manhattan,"013603","1013603",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013603"
"136.04","1",Manhattan,"013604","1013604",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061013604"
"144.02","1",Manhattan,"014402","1014402",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014402"
"142","1",Manhattan,"014200","1014200",I,Upper East Side-Carnegie Hill,MN0802,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014200"
"22.02","1",Manhattan,"002202","1002202",I,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061002202"
"30.02","1",Manhattan,"003002","1003002",I,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003002"
"182","1",Manhattan,"018200","1018200",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018200"
"188","1",Manhattan,"018800","1018800",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061018800"
"179","1",Manhattan,"017900","1017900",I,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061017900"
"183","1",Manhattan,"018300","1018300",I,Upper West Side (Central),MN0702,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018300"
"455","4",Queens,"045500","4045500",E,Corona,QN0402,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081045500"
"717.02","4",Queens,"071702","4071702",I,Rego Park,QN0601,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081071702"
"383.04","2",Bronx,"038304","2038304",E,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038304"
"365.02","2",Bronx,"036502","2036502",E,Tremont,BX0602,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005036502"
"367","2",Bronx,"036700","2036700",E,Tremont,BX0602,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005036700"
"77","2",Bronx,"007700","2007700",I,Melrose,BX0102,BX01,BX01 Melrose-Mott Haven-Port Morris (CD 1 Approximation),"36005007700"
"232","1",Manhattan,"023200","1023200",E,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061023200"
"435.02","2",Bronx,"043502","2043502",I,Woodlawn Cemetery,BX1271,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005043502"
"224.01","2",Bronx,"022401","2022401",E,Pelham Parkway-Van Nest,BX1101,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005022401"
"209.01","1",Manhattan,"020901","1020901",E,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020901"
"257","1",Manhattan,"025700","1025700",E,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061025700"
"197.01","1",Manhattan,"019701","1019701",I,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061019701"
"201.02","1",Manhattan,"020102","1020102",I,Harlem (South),MN1001,MN10,MN10 Harlem (CD 10 Equivalent),"36061020102"
"155","2",Bronx,"015500","2015500",E,Crotona Park East,BX0303,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005015500"
"385","2",Bronx,"038500","2038500",E,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005038500"
"283","2",Bronx,"028300","2028300",I,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005028300"
"285","2",Bronx,"028500","2028500",E,Kingsbridge-Marble Hill,BX0802,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005028500"
"66","1",Manhattan,"006600","1006600",I,Murray Hill-Kips Bay,MN0603,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006600"
"56","1",Manhattan,"005600","1005600",I,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061005600"
"74","1",Manhattan,"007400","1007400",I,Midtown South-Flatiron-Union Square,MN0501,MN05,MN05 Midtown-Flatiron-Union Square (CD 5 Approximation),"36061007400"
"91","4",Queens,"009100","4009100",I,Old Astoria-Hallets Point,QN0102,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081009100"
"331","4",Queens,"033100","4033100",I,LaGuardia Airport,QN8081,QN80,QN80 LaGuardia Airport (JIA 80 Approximation),"36081033100"
"769.02","4",Queens,"076902","4076902",I,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081076902"
"299","4",Queens,"029900","4029900",I,St. Michael's Cemetery,QN0171,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081029900"
"274.01","2",Bronx,"027401","2027401",I,Pelham Bay-Country Club-City Island,BX1003,BX10,BX10 Co-op City-Throgs Neck (CD 10 Approximation),"36005027401"
"713.06","4",Queens,"071306","4071306",I,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081071306"
"1291.03","4",Queens,"129103","4129103",I,Oakland Gardens-Hollis Hills,QN1104,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081129103"
"233","1",Manhattan,"023300","1023300",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023300"
"535.01","4",Queens,"053501","4053501",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081053501"
"525","4",Queens,"052500","4052500",E,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081052500"
"595.02","4",Queens,"059502","4059502",E,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081059502"
"165","2",Bronx,"016500","2016500",I,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005016500"
"411","2",Bronx,"041100","2041100",E,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005041100"
"413","2",Bronx,"041300","2041300",E,Bedford Park,BX0702,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005041300"
"1571.01","4",Queens,"157101","4157101",I,Bellerose,QN1302,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081157101"
"1571.02","4",Queens,"157102","4157102",I,Bellerose,QN1302,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081157102"
"451.01","2",Bronx,"045101","2045101",E,Wakefield-Woodlawn,BX1203,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005045101"
"19.01","4",Queens,"001901","4001901",I,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081001901"
"129.02","1",Manhattan,"012902","1012902",I,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061012902"
"135.01","1",Manhattan,"013501","1013501",I,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013501"
"135.02","1",Manhattan,"013502","1013502",I,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061013502"
"145","2",Bronx,"014500","2014500",E,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014500"
"147.01","2",Bronx,"014701","2014701",E,Claremont Village-Claremont (East),BX0302,BX03,BX03 Morrisania-Crotona Park East (CD 3 Approximation),"36005014701"
"19.03","4",Queens,"001903","4001903",I,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081001903"
"115","1",Manhattan,"011500","1011500",I,Hell's Kitchen,MN0402,MN04,MN04 Chelsea-Hell's Kitchen (CD 4 Approximation),"36061011500"
"88","4",Queens,"008800","4008800",I,Ozone Park,QN1002,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081008800"
"62.02","4",Queens,"006202","4006202",E,Howard Beach-Lindenwood,QN1003,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081006202"
"159","1",Manhattan,"015900","1015900",I,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015900"
"3","5",Staten Island,"000300","5000300",I,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085000300"
"6","5",Staten Island,"000600","5000600",E,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085000600"
"7","5",Staten Island,"000700","5000700",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085000700"
"9","5",Staten Island,"000900","5000900",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085000900"
"11","5",Staten Island,"001100","5001100",E,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085001100"
"17","5",Staten Island,"001700","5001700",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085001700"
"27","5",Staten Island,"002700","5002700",I,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002700"
"29","5",Staten Island,"002900","5002900",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085002900"
"40.01","5",Staten Island,"004001","5004001",E,Tompkinsville-Stapleton-Clifton-Fox Hills,SI0102,SI01,SI01 North Shore (CD 1 Equivalent),"36085004001"
"40.02","5",Staten Island,"004002","5004002",I,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085004002"
"40.03","5",Staten Island,"004003","5004003",E,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085004003"
"40.04","5",Staten Island,"004004","5004004",I,Rosebank-Shore Acres-Park Hill,SI0103,SI01,SI01 North Shore (CD 1 Equivalent),"36085004004"
"50","5",Staten Island,"005000","5005000",E,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085005000"
"70.01","5",Staten Island,"007001","5007001",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085007001"
"74","5",Staten Island,"007400","5007400",I,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085007400"
"81","5",Staten Island,"008100","5008100",I,St. George-New Brighton,SI0101,SI01,SI01 North Shore (CD 1 Equivalent),"36085008100"
"97.01","5",Staten Island,"009701","5009701",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085009701"
"97.02","5",Staten Island,"009702","5009702",I,Snug Harbor,SI0191,SI01,SI01 North Shore (CD 1 Equivalent),"36085009702"
"105","5",Staten Island,"010500","5010500",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085010500"
"112.01","5",Staten Island,"011201","5011201",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011201"
"112.03","5",Staten Island,"011203","5011203",E,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011203"
"114.01","5",Staten Island,"011401","5011401",E,Grasmere-Arrochar-South Beach-Dongan Hills,SI0201,SI02,SI02 Mid-Island (CD 2 Approximation),"36085011401"
"121","5",Staten Island,"012100","5012100",I,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085012100"
"122","5",Staten Island,"012200","5012200",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085012200"
"128.05","5",Staten Island,"012805","5012805",I,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085012805"
"128.06","5",Staten Island,"012806","5012806",E,Oakwood-Richmondtown,SI0301,SI03,SI03 South Shore (CD 3 Approximation),"36085012806"
"133.01","5",Staten Island,"013301","5013301",E,West New Brighton-Silver Lake-Grymes Hill,SI0104,SI01,SI01 North Shore (CD 1 Equivalent),"36085013301"
"134","5",Staten Island,"013400","5013400",I,New Dorp-Midland Beach,SI0202,SI02,SI02 Mid-Island (CD 2 Approximation),"36085013400"
"146.08","5",Staten Island,"014608","5014608",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085014608"
"154","5",Staten Island,"015400","5015400",I,Great Kills Park,SI9593,SI95,SI95 Great Kills Park-Fort Wadsworth (JIA 95 Approximation),"36085015400"
"169.01","5",Staten Island,"016901","5016901",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085016901"
"170.07","5",Staten Island,"017007","5017007",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017007"
"170.09","5",Staten Island,"017009","5017009",I,Annadale-Huguenot-Prince's Bay-Woodrow,SI0304,SI03,SI03 South Shore (CD 3 Approximation),"36085017009"
"170.12","5",Staten Island,"017012","5017012",I,Great Kills-Eltingville,SI0302,SI03,SI03 South Shore (CD 3 Approximation),"36085017012"
"170.13","5",Staten Island,"017013","5017013",E,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017013"
"170.14","5",Staten Island,"017014","5017014",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017014"
"170.15","5",Staten Island,"017015","5017015",I,Arden Heights-Rossville,SI0303,SI03,SI03 South Shore (CD 3 Approximation),"36085017015"
"173","5",Staten Island,"017300","5017300",E,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085017300"
"177.01","5",Staten Island,"017701","5017701",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085017701"
"187.03","5",Staten Island,"018703","5018703",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085018703"
"189.01","5",Staten Island,"018901","5018901",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085018901"
"189.02","5",Staten Island,"018902","5018902",I,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights,SI0203,SI02,SI02 Mid-Island (CD 2 Approximation),"36085018902"
"197","5",Staten Island,"019700","5019700",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085019700"
"201","5",Staten Island,"020100","5020100",I,Westerleigh-Castleton Corners,SI0105,SI01,SI01 North Shore (CD 1 Equivalent),"36085020100"
