CTLabel,BoroCode,BoroName,CT2020,BoroCT2020,CDEligibil,NTAName,NTA2020,CDTA2020,CDTANAME,GEOID
"837","4",Queens,"083700","4083700",E,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081083700"
"838","4",Queens,"083800","4083800",I,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081083800"
"840","4",Queens,"084000","4084000",I,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081084000"
"845","4",Queens,"084500","4084500",E,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081084500"
"846.01","4",Queens,"084601","4084601",I,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081084601"
"849.01","4",Queens,"084901","4084901",I,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081084901"
"849.02","4",Queens,"084902","4084902",E,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081084902"
"857","4",Queens,"085700","4085700",E,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081085700"
"859","4",Queens,"085900","4085900",E,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081085900"
"864","4",Queens,"086400","4086400",I,South Ozone Park,QN1001,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081086400"
"865","4",Queens,"086500","4086500",E,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081086500"
"871","4",Queens,"087100","4087100",I,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081087100"
"889.03","4",Queens,"088903","4088903",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081088903"
"892.02","4",Queens,"089202","4089202",I,Spring Creek Park,QN1091,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081089202"
"916.02","4",Queens,"091602","4091602",I,Jacob Riis Park-Fort Tilden-Breezy Point Tip,QN8492,QN84,QN84 Jamaica Bay (East) (JIA 84 Approximation),"36081091602"
"925","4",Queens,"092500","4092500",E,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081092500"
"928","4",Queens,"092800","4092800",I,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN1403,QN14,QN14 The Rockaways (CD 14 Approximation),"36081092800"
"947","4",Queens,"094700","4094700",E,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081094700"
"972.06","4",Queens,"097206","4097206",E,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081097206"
"972.07","4",Queens,"097207","4097207",I,Rockaway Community Park,QN1491,QN14,QN14 The Rockaways (CD 14 Approximation),"36081097207"
"997.04","4",Queens,"099704","4099704",I,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099704"
"1008.01","4",Queens,"100801","4100801",I,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081100801"
"1008.04","4",Queens,"100804","4100804",E,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081100804"
"1010.02","4",Queens,"101002","4101002",I,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101002"
"1010.03","4",Queens,"101003","4101003",E,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101003"
"1010.04","4",Queens,"101004","4101004",E,Far Rockaway-Bayswater,QN1401,QN14,QN14 The Rockaways (CD 14 Approximation),"36081101004"
"1033","4",Queens,"103300","4103300",I,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081103300"
"1039","4",Queens,"103900","4103900",E,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081103900"
"1047","4",Queens,"104700","4104700",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081104700"
"1059","4",Queens,"105900","4105900",I,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081105900"
"1093","4",Queens,"109300","4109300",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109300"
"1097","4",Queens,"109700","4109700",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109700"
"1099","4",Queens,"109900","4109900",E,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081109900"
"1133","4",Queens,"113300","4113300",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081113300"
"1141","4",Queens,"114100","4114100",I,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081114100"
"1147","4",Queens,"114700","4114700",I,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081114700"
"1151","4",Queens,"115100","4115100",I,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115100"
"1155","4",Queens,"115500","4115500",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115500"
"1157","4",Queens,"115700","4115700",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115700"
"1159","4",Queens,"115900","4115900",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081115900"
"1161","4",Queens,"116100","4116100",E,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116100"
"1163.01","4",Queens,"116301","4116301",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116301"
"1171","4",Queens,"117100","4117100",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081117100"
"1175","4",Queens,"117500","4117500",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081117500"
"1181","4",Queens,"118100","4118100",E,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081118100"
"1185","4",Queens,"118500","4118500",E,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081118500"
"1187","4",Queens,"118700","4118700",E,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081118700"
"1191","4",Queens,"119100","4119100",E,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119100"
"1193","4",Queens,"119300","4119300",E,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119300"
"1195","4",Queens,"119500","4119500",I,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119500"
"1199","4",Queens,"119900","4119900",I,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081119900"
"1203","4",Queens,"120300","4120300",E,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120300"
"1205","4",Queens,"120500","4120500",E,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120500"
"1207.01","4",Queens,"120701","4120701",I,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120701"
"1207.02","4",Queens,"120702","4120702",I,East Flushing,QN0705,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081120702"
"1215","4",Queens,"121500","4121500",E,Queensboro Hill,QN0706,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081121500"
"1223","4",Queens,"122300","4122300",E,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122300"
"1227.03","4",Queens,"122703","4122703",E,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122703"
"1227.04","4",Queens,"122704","4122704",E,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122704"
"1241","4",Queens,"124100","4124100",I,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081124100"
"1291.04","4",Queens,"129104","4129104",I,Oakland Gardens-Hollis Hills,QN1104,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081129104"
"1339","4",Queens,"133900","4133900",I,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081133900"
"1341","4",Queens,"134100","4134100",I,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081134100"
"1347.01","4",Queens,"134701","4134701",E,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081134701"
"1347.02","4",Queens,"134702","4134702",I,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081134702"
"1367","4",Queens,"136700","4136700",I,Oakland Gardens-Hollis Hills,QN1104,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081136700"
"1377","4",Queens,"137700","4137700",I,Oakland Gardens-Hollis Hills,QN1104,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081137700"
"1385.01","4",Queens,"138501","4138501",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081138501"
"1403","4",Queens,"140300","4140300",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081140300"
"1409.01","4",Queens,"140901","4140901",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081140901"
"1409.02","4",Queens,"140902","4140902",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081140902"
"1429","4",Queens,"142900","4142900",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081142900"
"1441","4",Queens,"144100","4144100",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081144100"
"1447","4",Queens,"144700","4144700",E,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081144700"
"1451.01","4",Queens,"145101","4145101",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081145101"
"1451.02","4",Queens,"145102","4145102",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081145102"
"1459","4",Queens,"145900","4145900",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081145900"
"1463","4",Queens,"146300","4146300",I,Auburndale,QN1101,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081146300"
"1467","4",Queens,"146700","4146700",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081146700"
"1471","4",Queens,"147100","4147100",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081147100"
"1507.02","4",Queens,"150702","4150702",I,Douglaston-Little Neck,QN1103,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081150702"
"1529.02","4",Queens,"152902","4152902",I,Douglaston-Little Neck,QN1103,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081152902"
"1551.01","4",Queens,"155101","4155101",I,Glen Oaks-Floral Park-New Hyde Park,QN1301,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081155101"
"1551.03","4",Queens,"155103","4155103",I,Glen Oaks-Floral Park-New Hyde Park,QN1301,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081155103"
"1551.04","4",Queens,"155104","4155104",I,Glen Oaks-Floral Park-New Hyde Park,QN1301,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081155104"
"1579.02","4",Queens,"157902","4157902",I,Glen Oaks-Floral Park-New Hyde Park,QN1301,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081157902"
"361","2",Bronx,"036100","2036100",E,West Farms,BX0601,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005036100"
"127.01","2",Bronx,"012701","2012701",E,Longwood,BX0202,BX02,BX02 Longwood-Hunts Point (CD 2 Approximation),"36005012701"
"426","2",Bronx,"042600","2042600",I,Eastchester-Edenwald-Baychester,BX1202,BX12,BX12 Wakefield-Williamsbridge-Eastchester (CD 12 Approximation),"36005042600"
"38","1",Manhattan,"003800","1003800",E,East Village,MN0303,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061003800"
"15.02","1",Manhattan,"001502","1001502",I,Financial District-Battery Park City,MN0101,MN01,MN01 Financial District-Tribeca (CD 1 Equivalent),"36061001502"
"48","1",Manhattan,"004800","1004800",I,Gramercy,MN0602,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061004800"
"64","1",Manhattan,"006400","1006400",I,Gramercy,MN0602,MN06,MN06 East Midtown-Murray Hill (CD 6 Approximation),"36061006400"
"178","1",Manhattan,"017800","1017800",I,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061017800"
"942.01","4",Queens,"094201","4094201",E,Rockaway Beach-Arverne-Edgemere,QN1402,QN14,QN14 The Rockaways (CD 14 Approximation),"36081094201"
"1113","4",Queens,"111300","4111300",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081111300"
"1483","4",Queens,"148300","4148300",I,Douglaston-Little Neck,QN1103,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081148300"
"809","4",Queens,"080900","4080900",I,Kew Gardens Hills,QN0801,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081080900"
"1227.02","4",Queens,"122702","4122702",E,Pomonok-Electchester-Hillcrest,QN0802,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081122702"
"1399","4",Queens,"139900","4139900",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081139900"
"1435","4",Queens,"143500","4143500",I,Bayside,QN1102,QN11,QN11 Auburndale-Bayside-Douglaston (CD 11 Approximation),"36081143500"
"1579.01","4",Queens,"157901","4157901",I,Glen Oaks-Floral Park-New Hyde Park,QN1301,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081157901"
"1579.03","4",Queens,"157903","4157903",I,Glen Oaks-Floral Park-New Hyde Park,QN1301,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081157903"
"424","4",Queens,"042400","4042400",I,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081042400"
"434","4",Queens,"043400","4043400",I,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081043400"
"426","4",Queens,"042600","4042600",I,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081042600"
"432","4",Queens,"043200","4043200",I,St. Albans,QN1205,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081043200"
"452","4",Queens,"045200","4045200",I,Jamaica Hills-Briarwood,QN0805,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081045200"
"59","4",Queens,"005900","4005900",E,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081005900"
"61","4",Queens,"006100","4006100",I,Astoria (Central),QN0103,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081006100"
"581","4",Queens,"058100","4058100",E,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058100"
"583","4",Queens,"058300","4058300",I,Ridgewood,QN0502,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081058300"
"235.01","1",Manhattan,"023501","1023501",E,Hamilton Heights-Sugar Hill,MN0903,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061023501"
"479","4",Queens,"047900","4047900",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081047900"
"624","4",Queens,"062400","4062400",I,Montefiore Cemetery,QN1371,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081062400"
"223.02","1",Manhattan,"022302","1022302",I,Manhattanville-West Harlem,MN0902,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061022302"
"1333","4",Queens,"133300","4133300",I,Fresh Meadows-Utopia,QN0803,QN08,QN08 Fresh Meadows-Hillcrest-Briarwood (CD 8 Approximation),"36081133300"
"212","2",Bronx,"021200","2021200",E,Parkchester,BX0904,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005021200"
"655.01","4",Queens,"065501","4065501",I,St. John Cemetery,QN0573,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081065501"
"144.01","1",Manhattan,"014401","1014401",I,Upper East Side-Yorkville,MN0803,MN08,MN08 Upper East Side-Roosevelt Island (CD 8 Equivalent),"36061014401"
"16","1",Manhattan,"001600","1001600",I,Chinatown-Two Bridges,MN0301,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001600"
"12","1",Manhattan,"001200","1001200",I,Lower East Side,MN0302,MN03,MN03 Lower East Side-Chinatown (CD 3 Equivalent),"36061001200"
"429.01","2",Bronx,"042901","2042901",E,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005042901"
"431.02","2",Bronx,"043102","2043102",E,Norwood,BX0703,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005043102"
"263","4",Queens,"026300","4026300",E,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081026300"
"54","4",Queens,"005400","4005400",I,Ozone Park,QN1002,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081005400"
"86","4",Queens,"008600","4008600",I,Ozone Park,QN1002,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081008600"
"664.01","4",Queens,"066401","4066401",I,Rosedale,QN1307,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081066401"
"669","4",Queens,"066900","4066900",I,Maspeth,QN0501,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081066900"
"485","4",Queens,"048500","4048500",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081048500"
"125","4",Queens,"012500","4012500",I,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081012500"
"293.01","2",Bronx,"029301","2029301",I,Riverdale-Spuyten Duyvil,BX0803,BX08,BX08 Riverdale-Kingsbridge-Marble Hill (CD 8 Approximation),"36005029301"
"130","4",Queens,"013000","4013000",I,Richmond Hill,QN0902,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081013000"
"731","4",Queens,"073100","4073100",I,Forest Hills,QN0602,QN06,QN06 Forest Hills-Rego Park (CD 6 Approximation),"36081073100"
"265.02","4",Queens,"026502","4026502",E,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081026502"
"265.01","4",Queens,"026501","4026501",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081026501"
"483.01","4",Queens,"048301","4048301",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081048301"
"28","2",Bronx,"002800","2002800",E,Soundview-Bruckner-Bronx River,BX0901,BX09,BX09 Soundview-Parkchester (CD 9 Approximation),"36005002800"
"661","4",Queens,"066100","4066100",I,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081066100"
"659","4",Queens,"065900","4065900",I,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081065900"
"665.01","4",Queens,"066501","4066501",I,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081066501"
"1029","4",Queens,"102900","4102900",I,Whitestone-Beechhurst,QN0702,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081102900"
"635","4",Queens,"063500","4063500",E,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063500"
"621","4",Queens,"062100","4062100",E,Middle Village,QN0504,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081062100"
"637","4",Queens,"063700","4063700",I,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063700"
"775","4",Queens,"077500","4077500",I,Kew Gardens,QN0901,QN09,QN09 Kew Gardens-Richmond Hill-Woodhaven (CD 9 Approximation),"36081077500"
"397","2",Bronx,"039700","2039700",I,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005039700"
"393","2",Bronx,"039300","2039300",E,Belmont,BX0603,BX06,BX06 Tremont-Belmont-West Farms (CD 6 Approximation),"36005039300"
"639","4",Queens,"063900","4063900",I,Glendale,QN0503,QN05,QN05 Ridgewood-Maspeth-Middle Village (CD 5 Approximation),"36081063900"
"463","4",Queens,"046300","4046300",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081046300"
"471","4",Queens,"047100","4047100",E,Elmhurst,QN0401,QN04,QN04 Elmhurst-Corona (CD 4 Approximation),"36081047100"
"350","2",Bronx,"035000","2035000",I,Pelham Gardens,BX1103,BX11,BX11 Pelham Parkway-Morris Park (CD 11 Approximation),"36005035000"
"249","4",Queens,"024900","4024900",E,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081024900"
"261","4",Queens,"026100","4026100",E,Woodside,QN0203,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081026100"
"210","1",Manhattan,"021000","1021000",E,East Harlem (North),MN1102,MN11,MN11 East Harlem (CD 11 Equivalent),"36061021000"
"212","1",Manhattan,"021200","1021200",I,Harlem (North),MN1002,MN10,MN10 Harlem (CD 10 Equivalent),"36061021200"
"155.02","1",Manhattan,"015502","1015502",I,Upper West Side-Lincoln Square,MN0701,MN07,MN07 Upper West Side (CD 7 Approximation),"36061015502"
"107.01","4",Queens,"010701","4010701",I,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081010701"
"123.01","4",Queens,"012301","4012301",I,Astoria (North)-Ditmars-Steinway,QN0101,QN01,QN01 Astoria-Queensbridge (CD 1 Equivalent),"36081012301"
"853","4",Queens,"085300","4085300",E,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081085300"
"1617","4",Queens,"161700","4161700",I,Bellerose,QN1302,QN13,QN13 Queens Village-Bellerose-Rosedale (CD 13 Approximation),"36081161700"
"997.01","4",Queens,"099701","4099701",I,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081099701"
"1017","4",Queens,"101700","4101700",I,Bay Terrace-Clearview,QN0703,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081101700"
"237.02","2",Bronx,"023702","2023702",I,Fordham Heights,BX0503,BX05,BX05 Morris Heights-Mount Hope (CD 5 Approximation),"36005023702"
"399.01","2",Bronx,"039901","2039901",E,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005039901"
"401","2",Bronx,"040100","2040100",E,University Heights (North)-Fordham,BX0701,BX07,BX07 Fordham-Bedford Park-Norwood (CD 7 Approximation),"36005040100"
"855","4",Queens,"085500","4085500",E,Flushing-Willets Point,QN0707,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081085500"
"863","4",Queens,"086300","4086300",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081086300"
"288.03","4",Queens,"028803","4028803",I,Baisley Park,QN1203,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081028803"
"294","4",Queens,"029400","4029400",I,Springfield Gardens (North)-Rochdale Village,QN1204,QN12,QN12 Jamaica-St. Albans-Hollis (CD 12 Approximation),"36081029400"
"143","2",Bronx,"014300","2014300",I,Concourse-Concourse Village,BX0401,BX04,BX04 Highbridge-Concourse (CD 4 Approximation),"36005014300"
"44.01","4",Queens,"004401","4004401",E,Ozone Park,QN1002,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081004401"
"58","4",Queens,"005800","4005800",E,Ozone Park,QN1002,QN10,QN10 South Ozone Park-Howard Beach (CD 10 Approximation),"36081005800"
"201.01","1",Manhattan,"020101","1020101",I,Morningside Heights,MN0901,MN09,MN09 Morningside Heights-Hamilton Heights (CD 9 Equivalent),"36061020101"
"1163.02","4",Queens,"116302","4116302",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116302"
"1167","4",Queens,"116700","4116700",E,Murray Hill-Broadway Flushing,QN0704,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081116700"
"907","4",Queens,"090700","4090700",I,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081090700"
"919","4",Queens,"091900","4091900",E,College Point,QN0701,QN07,QN07 Flushing-Murray Hill-Whitestone (CD 7 Approximation),"36081091900"
"1.03","4",Queens,"000103","4000103",I,Long Island City-Hunters Point,QN0201,QN02,QN02 Long Island City-Sunnyside-Woodside (CD 2 Approximation),"36081000103"
"185","1",Manhattan,"018500","1018500",I,Upper West Side-Manhattan Valley,MN0703,MN07,MN07 Upper West Side (CD 7 Approximation),"36061018500"
